source_dataset,source_dataset_redacted,source_name_redaction_reason,identifier_like_filename,source_file_sha256_prefix1mb,variable,dtype,role_guess,missing_rate_sample,nunique_sample,variable_en,standard_name_en,description_en,description_fi,units,coding,notes
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,33.,object,,0.142631,23.0,33,33,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,34.,object,,0.141046,5.0,34,34,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,35.,object,,0.142631,36.0,35,35,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,36.,object,,0.141046,4.0,36,36,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,37.,object,,0.141046,13.0,37,37,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,38.,object,,0.141046,22.0,38,38,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,39.,object,,0.141046,70.0,39,39,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,40.,object,,0.141046,115.0,40,40,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,41.,object,,0.141046,106.0,41,41,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,42.,object,,0.141046,242.0,42,42,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,43.,object,,0.141046,14.0,43,43,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,44.,object,,0.141046,13.0,44,44,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,45.,object,,0.142631,173.0,45,45,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,46.,object,,0.141046,10.0,46,46,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,47.,object,,0.141046,14.0,47,47,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,48.,object,,0.141046,20.0,48,48,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,49.,object,,0.141046,43.0,49,49,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,50.,object,,0.141046,46.0,50,50,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,51.,object,,0.142631,48.0,51,51,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,52.,object,,0.141046,78.0,52,52,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,53.,object,,0.141046,8.0,53,53,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,54.,object,,0.141046,10.0,54,54,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,55.,object,,0.141046,71.0,55,55,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,56.,object,,0.144216,5.0,56,56,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,57.,object,,0.141046,14.0,57,57,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,58.,object,,0.141046,20.0,58,58,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,59.,object,,0.141046,59.0,59,59,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,60.,object,,0.141046,90.0,60,60,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,61.,object,,0.141046,103.0,61,61,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,62.,object,,0.141046,187.0,62,62,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,63.,object,,0.141046,14.0,63,63,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,64.,object,,0.141046,14.0,64,64,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,65.,object,,0.141046,155.0,65,65,Inferred from name/role: Variable requiring domain confirmation.,,,,
KAAOS_data_käyntipäivät ilman sotua.xlsx,KAAOS_data_käyntipäivät ilman sotua.xlsx,,0,f2c33ded69dc79a257507620d5964d21a7a57c280fdcbf33267b841f38dddb6f,66.,object,,0.142631,5.0,66,66,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,Unnamed: 0,object,,0.125198,552.0,unnamed_0,unnamed_0,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,Unnamed: 1,object,,0.141046,422.0,unnamed_1,unnamed_1,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,Unnamed: 2,str,,0.141046,528.0,unnamed_2,unnamed_2,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,1.,object,,0.141046,542.0,1,1,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,2.,object,,0.141046,45.0,2,2,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,3.,object,,0.142631,3.0,3,3,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,4.,object,,0.141046,3.0,4,4,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,5.,object,,0.142631,3.0,5,5,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,6.,object,,0.142631,3.0,6,6,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,7.,object,,0.141046,3.0,7,7,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,8.,object,,0.141046,8.0,8,8,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,9.,object,,0.141046,19.0,9,9,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,10.,object,,0.141046,4.0,10,10,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,11.,object,,0.142631,7.0,11,11,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,12.,object,,0.141046,5.0,12,12,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,13.,object,,0.141046,84.0,13,13,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,14.,object,,0.141046,83.0,14,14,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,15.,object,,0.142631,427.0,15,15,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,16.,object,,0.141046,3.0,16,16,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,17.,object,,0.141046,5.0,17,17,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,18.,object,,0.141046,5.0,18,18,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,19.,object,,0.141046,6.0,19,19,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,20.,object,,0.141046,5.0,20,20,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,21.,object,,0.141046,5.0,21,21,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,22.,object,,0.141046,7.0,22,22,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,23.,object,,0.141046,5.0,23,23,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,24.,object,,0.141046,5.0,24,24,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,25.,object,,0.144216,5.0,25,25,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,26.,object,,0.141046,5.0,26,26,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,27.,object,,0.141046,4.0,27,27,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,28.,object,,0.141046,5.0,28,28,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,29.,object,,0.144216,4.0,29,29,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,30.,object,,0.141046,6.0,30,30,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,31.,object,,0.142631,5.0,31,31,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,32.,object,,0.142631,4.0,32,32,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,33.,object,,0.142631,23.0,33,33,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,34.,object,,0.141046,5.0,34,34,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,35.,object,,0.142631,36.0,35,35,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,36.,object,,0.141046,4.0,36,36,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,37.,object,,0.141046,13.0,37,37,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,38.,object,,0.141046,22.0,38,38,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,39.,object,,0.141046,70.0,39,39,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,40.,object,,0.141046,115.0,40,40,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,41.,object,,0.141046,106.0,41,41,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,42.,object,,0.141046,242.0,42,42,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,43.,object,,0.141046,14.0,43,43,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,44.,object,,0.141046,13.0,44,44,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,45.,object,,0.142631,173.0,45,45,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,46.,object,,0.141046,11.0,46,46,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,47.,object,,0.141046,14.0,47,47,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,48.,object,,0.141046,20.0,48,48,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,49.,object,,0.141046,43.0,49,49,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,50.,object,,0.141046,46.0,50,50,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,51.,object,,0.142631,48.0,51,51,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,52.,object,,0.141046,78.0,52,52,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,53.,object,,0.141046,8.0,53,53,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,54.,object,,0.141046,10.0,54,54,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,55.,object,,0.141046,71.0,55,55,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,56.,object,,0.144216,5.0,56,56,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,57.,object,,0.141046,14.0,57,57,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,58.,object,,0.141046,20.0,58,58,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,59.,object,,0.141046,59.0,59,59,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,60.,object,,0.141046,90.0,60,60,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,61.,object,,0.141046,103.0,61,61,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,62.,object,,0.141046,187.0,62,62,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,63.,object,,0.141046,14.0,63,63,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,64.,object,,0.141046,14.0,64,64,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,65.,object,,0.141046,155.0,65,65,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,6616fae649aaa74e5454d858f45d5b2402d04e2a47de2f3096eb0dcbff7fc15e,66.,object,,0.142631,5.0,66,66,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,Unnamed: 0,object,,0.125198,552.0,unnamed_0,unnamed_0,Inferred from name/role: Variable requiring domain confirmation.,,,,
[REDACTED_NAME],[REDACTED_NAME],identifier_like_filename,1,9e085aff4ed9957c89481c92fa0a9e1179752b8ce9ecae9b24ecfba36a9f2429,Unnamed: 1,object,,0.141046,422.0,unnamed_1,unnamed_1,Inferred from name/role: Variable requiring domain confirmation.,,,,
